Geneid	Case1	Case2	Control1	Control2
ENSG00000260677.1	0	0	0	0
ENSG00000178919.9	0	67	0	58
ENSG00000136932.15	2	0	17	77
ENSG00000201830.1	0	0	0	0
ENSG00000287070.1	0	0	0	0
ENSG00000136929.13	26	18	93	80
ENSG00000136938.9	0	0	0	0
ENSG00000236896.1	0	0	0	0
ENSG00000212521.1	0	0	0	0
ENSG00000095380.11	12	0	0	0
ENSG00000106785.15	11	1	49	0
ENSG00000274011.1	0	0	0	0
ENSG00000106789.13	29	0	0	243
ENSG00000095383.20	84	55	0	214
ENSG00000278412.1	0	0	0	0
ENSG00000224001.2	0	0	0	0
ENSG00000136928.7	352	11	393	30
ENSG00000229897.2	0	0	0	0
ENSG00000165138.18	23	2	38	67
ENSG00000285706.1	0	0	0	83
ENSG00000119514.7	2	0	0	8
ENSG00000267026.5	0	0	14	1
ENSG00000229338.1	8	4	2	1
ENSG00000204291.11	37	4	490	2
ENSG00000270412.1	0	0	0	0
ENSG00000106799.13	51	0	0	16
ENSG00000252942.1	0	0	0	0
ENSG00000227269.1	18	0	10	0
ENSG00000240235.3	2	2	4	0
ENSG00000119523.10	38	0	0	0
ENSG00000106803.10	0	1	0	0
ENSG00000222337.1	0	0	0	12
ENSG00000255815.3	39	0	0	0
ENSG00000271086.7	1	14	30	0
ENSG00000277828.1	0	0	0	0
ENSG00000287955.1	0	0	0	0
ENSG00000277465.1	0	0	0	0
ENSG00000237461.2	0	0	0	0
ENSG00000255145.3	1	93	0	39
ENSG00000234860.2	0	0	0	0
ENSG00000119508.18	0	0	0	0
ENSG00000136874.11	3	0	1	0
ENSG00000254571.1	0	0	0	0
ENSG00000023318.9	16	4	5	42
ENSG00000234709.2	0	0	0	0
ENSG00000119509.13	23	3	162	1
ENSG00000239908.3	0	0	0	0
ENSG00000238172.2	0	0	0	0
ENSG00000270995.1	0	0	0	0
ENSG00000231697.3	0	0	0	0
ENSG00000136891.14	0	0	27	30
ENSG00000066697.15	19	0	60	2
ENSG00000251349.3	0	0	0	1
ENSG00000241697.5	0	0	0	0
ENSG00000170681.7	0	0	78	94
ENSG00000200966.1	0	0	0	0
ENSG00000237999.2	0	2	0	0
ENSG00000230161.1	15	11	20	0
ENSG00000229541.2	11	10	12	0
ENSG00000148123.15	30	4	1	26
ENSG00000238143.1	0	0	0	0
ENSG00000253041.1	0	0	0	0
ENSG00000227411.1	29	39	0	0
ENSG00000136881.12	1	15	2	56
ENSG00000236763.2	0	0	0	0
ENSG00000230328.2	0	0	0	0
ENSG00000234502.2	0	0	0	0
ENSG00000136897.8	100	1	1	94
ENSG00000136870.11	0	0	186	35
ENSG00000136872.21	0	0	0	33
ENSG00000270982.1	0	0	0	0
ENSG00000225376.6	1	1	14	0
ENSG00000165152.9	20	4	5	1
ENSG00000233055.1	0	0	0	0
ENSG00000155827.12	0	3	54	14
ENSG00000198785.7	3	412	298	2
ENSG00000188386.8	0	0	0	0
ENSG00000230302.2	3	3	0	6
ENSG00000230418.2	4	20	0	0
ENSG00000238882.1	0	0	0	0
ENSG00000286243.1	1	0	2	0
ENSG00000289079.1	1	74	0	1
ENSG00000235901.2	0	1	0	68
ENSG00000204250.3	12	1	0	3
ENSG00000232242.2	0	0	0	0
ENSG00000234269.2	3	0	31	27
ENSG00000155833.15	20	11	0	65
ENSG00000229830.1	0	0	0	0
ENSG00000225564.6	28	209	7	45
ENSG00000226566.2	31	3	31	37
ENSG00000253031.1	0	0	0	0
ENSG00000285483.1	0	14	0	0
ENSG00000270332.3	1	8	52	14
ENSG00000136824.19	83	60	67	76
ENSG00000242111.1	53	0	25	0
ENSG00000203396.3	0	0	58	0
ENSG00000186881.3	0	5	1	36
ENSG00000283001.2	3	0	0	0
ENSG00000148136.5	0	0	0	0
ENSG00000204246.4	0	0	0	0
ENSG00000186943.1	24	2	42	24
ENSG00000237443.1	30	0	0	0
ENSG00000277556.1	32	1	46	0
ENSG00000276119.1	24	0	12	0
ENSG00000136839.1	3	43	0	0
ENSG00000273423.1	0	0	0	1
ENSG00000235248.3	0	0	48	130
ENSG00000179055.8	0	0	24	35
ENSG00000188712.4	0	38	0	0
ENSG00000136783.10	94	4	95	60
ENSG00000165028.12	65	76	68	31
ENSG00000165029.17	2	11	17	5
ENSG00000226334.1	0	1	5	0
ENSG00000230013.2	59	0	0	5
ENSG00000286536.1	3	19	181	211
ENSG00000201583.1	0	0	0	0
ENSG00000070214.16	223	2	1	591
ENSG00000289227.1	0	0	0	0
ENSG00000106701.13	6	21	233	16
ENSG00000229419.1	0	0	0	0
ENSG00000228317.2	0	19	0	28
ENSG00000106692.15	0	35	111	20
ENSG00000279609.1	0	36	0	2
ENSG00000186051.7	0	0	10	11
ENSG00000095209.12	2	251	39	0
ENSG00000228366.1	0	0	0	0
ENSG00000232486.1	0	0	0	0
ENSG00000228948.2	38	43	10	0
ENSG00000234323.9	34	75	37	67
ENSG00000225002.2	0	0	0	0
ENSG00000229297.1	0	0	0	0
ENSG00000277889.1	0	0	0	0
ENSG00000237062.2	0	0	0	0
ENSG00000200131.1	0	0	0	0
ENSG00000228143.2	0	0	0	0
ENSG00000212276.1	0	0	0	0
ENSG00000148143.13	3	2	1	33
ENSG00000230782.1	0	5	1	17
ENSG00000231562.1	0	0	0	0
ENSG00000223615.2	0	0	0	0
ENSG00000225531.1	33	32	4	0
ENSG00000226047.1	5	0	7	12
ENSG00000226535.1	0	0	26	59
ENSG00000119318.13	0	97	48	2
ENSG00000226825.2	35	12	0	9
ENSG00000287233.1	0	0	0	0
ENSG00000213558.3	0	0	0	0
ENSG00000199905.1	0	0	0	0
ENSG00000136826.15	87	88	0	23
ENSG00000236005.1	23	20	10	0
ENSG00000227350.1	0	20	9	0
ENSG00000202308.1	0	0	0	0
ENSG00000222558.1	0	0	0	0
ENSG00000244104.3	1	0	0	3
ENSG00000231293.1	0	4	7	7
ENSG00000233727.1	0	0	0	0
ENSG00000222459.1	0	0	0	0
ENSG00000236783.1	0	4	0	3
ENSG00000213557.4	0	0	1	0
ENSG00000237360.2	0	17	0	0
ENSG00000230030.1	0	0	0	0
ENSG00000169253.3	5	1	0	6
ENSG00000231678.2	0	0	9	25
ENSG00000231810.1	0	0	0	3
ENSG00000213556.3	0	3	0	0
ENSG00000148156.8	0	53	16	0
ENSG00000187003.7	0	0	0	0
ENSG00000070061.16	0	56	16	566
ENSG00000119328.12	6	6	3	0
ENSG00000119326.15	39	22	91	10
ENSG00000106771.13	392	2	183	4
ENSG00000199331.1	0	0	0	0
ENSG00000207698.1	0	0	0	0
ENSG00000260230.5	91	48	16	11
ENSG00000095203.15	2	1	5	84
ENSG00000200106.1	0	0	0	0
ENSG00000237124.1	0	0	0	0
ENSG00000207329.1	0	0	0	0
ENSG00000070159.14	499	220	0	626
ENSG00000157654.19	9	9	441	8
ENSG00000263861.1	0	0	0	0
ENSG00000213539.4	0	0	0	0
ENSG00000232939.2	0	0	0	0
ENSG00000228053.1	0	0	0	0
ENSG00000188959.10	0	9	105	22
ENSG00000136810.13	38	0	4	0
ENSG00000204193.11	0	3	36	102
ENSG00000165124.19	39	278	2	476
ENSG00000206658.1	0	0	0	0
ENSG00000232896.1	13	24	4	9
ENSG00000030304.15	5	76	24	0
ENSG00000223918.1	0	0	0	0
ENSG00000198121.15	14	23	66	3
ENSG00000206923.1	0	0	0	0
ENSG00000207401.1	0	0	0	0
ENSG00000212409.1	0	0	0	0
ENSG00000227531.1	2	0	35	41
ENSG00000274263.1	0	0	0	0
ENSG00000171133.4	8	0	74	0
ENSG00000136813.15	212	187	12	13
ENSG00000223238.1	0	0	0	0
ENSG00000173258.13	7	1	0	7
ENSG00000106853.20	9	38	0	0
ENSG00000224644.1	0	0	0	0
ENSG00000204173.11	9	56	59	22
ENSG00000059769.20	0	0	0	0
ENSG00000244115.1	0	5	3	0
ENSG00000242616.4	0	0	0	0
ENSG00000165181.17	0	13	129	7
ENSG00000224067.2	14	21	0	3
ENSG00000206907.1	0	0	0	0
ENSG00000148154.10	0	3	32	4
ENSG00000266315.1	0	0	0	0
ENSG00000222356.1	0	0	0	0
ENSG00000259953.2	0	0	227	178
ENSG00000106868.17	4	6	125	1
ENSG00000222327.1	0	0	0	0
ENSG00000200261.1	0	0	0	0
ENSG00000225513.1	0	0	0	0
ENSG00000119314.16	22	145	276	68
ENSG00000242256.3	0	0	0	0
ENSG00000199525.1	0	0	0	0
ENSG00000243911.3	0	0	0	0
ENSG00000230081.2	0	0	0	0
ENSG00000213529.3	18	0	0	0
ENSG00000119471.15	0	0	0	5
ENSG00000230185.6	0	0	0	8
ENSG00000165185.15	1	2	408	6
ENSG00000250068.1	0	0	0	0
ENSG00000148153.14	14	7	0	3
ENSG00000226609.2	0	0	0	0
ENSG00000148158.17	4	2	142	10
ENSG00000119457.8	98	107	0	0
ENSG00000271631.1	0	0	0	0
ENSG00000228623.7	12	3	2	3
ENSG00000237906.1	0	0	0	0
ENSG00000136866.14	61	1	2	1
ENSG00000285115.1	5	3	8	5
ENSG00000284763.1	7	3	4	1
ENSG00000284962.1	9	3	5	5
ENSG00000285076.1	3	3	6	3
ENSG00000284867.1	3	2	8	11
ENSG00000285370.1	7	0	5	7
ENSG00000225684.4	75	10	103	132
ENSG00000231528.3	46	9	163	136
ENSG00000136867.11	0	0	1	0
ENSG00000119321.10	143	1	1	27
ENSG00000136868.11	1	0	0	3
ENSG00000176386.9	4	2	2	0
ENSG00000136875.13	16	199	47	29
ENSG00000165188.14	0	2	28	59
ENSG00000148225.16	3	17	316	81
ENSG00000119411.11	1	1	161	19
ENSG00000119431.10	44	1	0	0
ENSG00000148218.16	0	21	11	40
ENSG00000148229.13	0	0	0	0
ENSG00000157653.12	15	28	114	75
ENSG00000138835.23	25	0	4	172
ENSG00000237073.1	0	0	0	0
ENSG00000282897.1	0	5	28	131
ENSG00000233817.1	0	19	0	0
ENSG00000227482.1	0	0	64	0
ENSG00000214669.3	0	0	0	11
ENSG00000232905.2	23	0	0	0
ENSG00000157657.15	1	13	7	34
ENSG00000106927.12	1	0	0	19
ENSG00000136883.16	228	3	59	24
ENSG00000196739.15	3	0	19	2
ENSG00000207726.3	0	0	0	0
ENSG00000229314.6	1	6	1	3
ENSG00000228278.5	1	57	0	20
ENSG00000106948.17	2	188	25	54
ENSG00000235119.1	0	0	0	2
ENSG00000095397.16	67	5	1	126
ENSG00000271214.1	0	0	0	0
ENSG00000235797.2	0	4	7	0
ENSG00000136888.8	0	16	44	120
ENSG00000157693.15	38	301	2	59
ENSG00000201749.1	0	0	0	0
ENSG00000230054.3	0	0	0	0
ENSG00000230601.7	0	1	19	14
ENSG00000230284.1	15	0	12	2
ENSG00000274919.1	9	4	3	6
ENSG00000181634.8	128	0	1	0
ENSG00000229817.1	71	0	102	30
ENSG00000173077.16	16	6	3	5
ENSG00000106952.8	0	0	0	0
ENSG00000041982.16	0	0	0	0
ENSG00000236461.1	0	0	0	0
ENSG00000234692.1	0	0	0	0
ENSG00000228714.4	48	35	44	8
ENSG00000274755.1	0	0	0	0
ENSG00000204148.3	14	18	1	8
ENSG00000228707.1	0	31	0	5
ENSG00000182752.10	22	17	16	29
ENSG00000226604.2	0	0	0	0
ENSG00000244757.1	0	0	0	0
ENSG00000256040.2	0	0	0	0
ENSG00000148219.18	141	8	371	278
ENSG00000229105.1	0	0	0	0
ENSG00000230894.2	0	0	0	0
ENSG00000119401.11	0	0	0	0
ENSG00000285820.1	0	0	0	0
ENSG00000230734.1	0	0	0	0
ENSG00000207268.1	0	0	0	0
ENSG00000201140.1	0	0	0	0
ENSG00000222413.1	0	0	0	0
ENSG00000233516.1	0	34	37	11
ENSG00000233569.2	9	11	9	15
ENSG00000235133.1	0	3	8	0
ENSG00000285082.2	12	4	6	9
ENSG00000136869.16	0	0	0	0
ENSG00000201444.1	0	0	0	0
ENSG00000284977.2	0	0	0	0
ENSG00000231901.1	0	0	0	0
ENSG00000234782.3	14	0	1	1
ENSG00000225050.2	3	1	0	11
ENSG00000235201.1	0	2	4	2
ENSG00000231166.2	0	21	0	0
ENSG00000078725.13	3	36	34	6
ENSG00000260970.1	71	1	0	0
ENSG00000261432.1	18	0	142	56
ENSG00000225960.1	20	2	7	0
ENSG00000207814.1	0	0	0	0
ENSG00000136861.19	189	339	227	3
ENSG00000106780.9	2	13	369	8
ENSG00000238181.2	55	33	0	51
ENSG00000119402.18	374	7	136	0
ENSG00000214654.9	0	0	37	0
ENSG00000270917.1	1	5	7	0
ENSG00000095261.14	0	32	2	32
ENSG00000226752.10	0	0	0	23
ENSG00000119403.15	33	0	0	10
ENSG00000056558.11	54	22	123	58
ENSG00000106804.9	1	34	64	479
ENSG00000119397.19	19	0	2	144
ENSG00000119396.11	120	0	113	58
ENSG00000243738.3	0	0	0	0
ENSG00000148180.21	23	43	64	0
ENSG00000214651.4	0	0	0	0
ENSG00000239593.1	0	0	0	0
ENSG00000235865.2	0	0	0	0
ENSG00000148175.13	0	47	11	66
ENSG00000227355.4	6	21	10	34
ENSG00000204136.12	0	1	0	0
ENSG00000240299.3	0	0	0	0
ENSG00000213467.4	31	9	21	0
ENSG00000136848.18	266	4	54	57
ENSG00000229854.1	0	0	0	0
ENSG00000175764.17	6	69	60	159
ENSG00000266583.1	0	0	0	0
ENSG00000119421.7	0	1	12	1
ENSG00000185681.13	12	1	1	14
ENSG00000106852.16	133	122	0	2
ENSG00000119446.14	1	1	0	0
ENSG00000148187.18	8	26	19	73
ENSG00000095303.17	51	26	0	13
ENSG00000269970.1	0	0	0	0
ENSG00000233616.2	0	5	2	2
ENSG00000234156.3	1	4	3	2
ENSG00000136834.3	0	0	0	0
ENSG00000197233.7	0	0	0	0
ENSG00000239590.1	0	0	0	0
ENSG00000171505.5	0	0	0	0
ENSG00000171501.10	0	0	0	0
ENSG00000171496.5	0	0	0	0
ENSG00000228914.2	0	0	0	0
ENSG00000165202.3	0	0	0	0
ENSG00000280094.2	0	0	0	0
ENSG00000173679.2	20	0	0	0
ENSG00000171481.5	0	8	25	0
ENSG00000226783.1	83	13	0	3
ENSG00000136939.1	0	2	1	0
ENSG00000171459.4	28	0	29	11
ENSG00000232387.2	14	1	0	0
ENSG00000148215.4	0	47	0	0
ENSG00000136940.14	1	74	36	1
ENSG00000165204.3	0	0	0	0
ENSG00000233425.1	27	57	2	0
ENSG00000056586.16	0	278	33	14
ENSG00000212447.1	0	0	0	0
ENSG00000186130.5	165	197	0	213
ENSG00000171448.9	0	82	0	39
ENSG00000261094.2	0	0	0	0
ENSG00000286718.2	6	0	0	15
ENSG00000011454.18	2	1	3	0
ENSG00000222351.1	0	0	0	0
ENSG00000213216.2	0	0	0	0
ENSG00000188394.8	0	0	0	0
ENSG00000225078.2	0	0	0	0
ENSG00000236901.6	0	0	0	0
ENSG00000165209.19	22	35	63	157
ENSG00000283941.1	0	0	0	0
ENSG00000148204.12	198	207	0	1
ENSG00000119522.17	34	18	4	9
ENSG00000207991.1	0	0	0	0
ENSG00000274932.1	0	0	0	0
ENSG00000237336.1	0	0	0	0
ENSG00000230826.1	0	0	0	0
ENSG00000229115.1	0	0	0	0
ENSG00000234881.1	0	0	0	0
ENSG00000106689.11	84	1	2	31
ENSG00000236668.3	0	0	0	0
ENSG00000231227.1	0	0	0	0
ENSG00000234921.1	0	0	0	0
ENSG00000119408.17	99	2	43	4
ENSG00000235204.1	0	0	0	0
ENSG00000227200.1	0	0	0	0
ENSG00000136930.13	0	20	10	0
ENSG00000180264.12	1	27	0	0
ENSG00000136931.10	7	0	8	0
ENSG00000231149.2	1	0	0	0
ENSG00000148200.17	43	49	261	27
ENSG00000231744.1	0	0	0	0
ENSG00000241246.3	0	0	0	0
ENSG00000224020.2	0	0	0	0
ENSG00000207595.1	0	0	0	0
ENSG00000207737.1	0	0	0	0
ENSG00000236643.1	0	26	0	8
ENSG00000185585.20	80	71	2	2
ENSG00000136918.8	87	90	34	128
ENSG00000136942.15	0	0	0	0
ENSG00000136950.13	0	0	0	0
ENSG00000289285.1	0	0	0	0
ENSG00000136935.14	21	1	0	0
ENSG00000199313.1	0	0	0	0
ENSG00000173611.18	26	11	45	2
ENSG00000177736.4	0	0	0	0
ENSG00000119414.12	74	19	11	31
ENSG00000232630.1	0	0	0	0
ENSG00000235332.2	36	0	31	2
ENSG00000136933.17	5	27	173	65
ENSG00000044574.9	0	0	0	1
ENSG00000239705.2	0	0	10	0
ENSG00000165219.23	416	0	96	392
ENSG00000214593.3	0	0	0	0
ENSG00000200554.1	0	0	0	0
ENSG00000227845.2	14	0	1	0
ENSG00000274510.1	0	0	0	0
ENSG00000287782.1	9	0	4	2
ENSG00000119487.17	6	192	44	31
ENSG00000243845.3	0	0	0	0
ENSG00000227068.1	0	0	0	0
ENSG00000214761.3	0	0	0	0
ENSG00000229582.3	0	0	100	0
ENSG00000167081.18	35	36	2	3
ENSG00000232413.1	1	1	1	1
ENSG00000288537.1	51	0	84	0
ENSG00000228392.3	15	112	14	172
ENSG00000196814.15	2	5	31	38
ENSG00000253079.1	0	0	0	0
ENSG00000252985.1	0	0	0	0
ENSG00000233721.1	8	0	0	0
ENSG00000279137.1	102	76	87	0
ENSG00000226078.1	7	1	0	1
ENSG00000224842.2	22	35	19	0
ENSG00000136944.19	5	4	19	275
ENSG00000238010.1	0	0	0	0
ENSG00000286428.1	0	121	33	2
ENSG00000169155.10	1	0	0	206
ENSG00000288995.1	0	0	0	0
ENSG00000177125.6	0	270	0	205
ENSG00000136828.19	59	6	14	85
ENSG00000136859.10	0	0	0	0
ENSG00000228487.2	0	0	0	0
ENSG00000136895.19	13	27	45	2
ENSG00000229369.1	0	0	0	0
ENSG00000271833.1	0	0	0	0
ENSG00000136856.18	8	105	1	22
ENSG00000196152.10	4	18	106	0
ENSG00000197958.13	4	3	0	0
ENSG00000201302.1	0	0	0	0
ENSG00000148356.15	34	7	4	175
ENSG00000200788.1	0	0	0	0
ENSG00000136830.12	0	2	2	10
ENSG00000136854.24	0	212	25	1
ENSG00000279571.3	0	0	0	0
ENSG00000187024.15	0	0	0	0
ENSG00000283874.1	0	0	0	0
ENSG00000160401.15	0	0	0	0
ENSG00000167094.16	0	0	17	0
ENSG00000160404.18	0	0	0	0
ENSG00000095370.20	0	17	1	115
ENSG00000286196.1	0	0	0	0
ENSG00000136807.14	19	28	0	93
ENSG00000283863.1	0	0	0	0
ENSG00000284547.1	0	0	0	0
ENSG00000136877.15	83	17	84	17
ENSG00000106991.14	9	162	2	5
ENSG00000225032.5	0	0	0	0
ENSG00000222421.1	0	0	0	0
ENSG00000222455.1	0	0	0	0
ENSG00000106992.19	0	0	0	0
ENSG00000257524.6	14	0	14	0
ENSG00000263979.1	0	0	0	0
ENSG00000160408.16	0	0	0	0
ENSG00000136840.19	0	3	11	16
ENSG00000167103.12	7	8	1	9
ENSG00000227218.7	0	15	0	0
ENSG00000136908.18	0	0	0	0
ENSG00000167106.12	1	22	0	163
ENSG00000230848.1	14	10	0	0
ENSG00000171169.9	0	0	0	180
ENSG00000148339.13	1	236	30	17
ENSG00000230536.1	0	0	0	0
ENSG00000234771.3	0	49	39	1
ENSG00000148334.16	0	59	0	0
ENSG00000232850.3	66	2	0	0
ENSG00000148346.12	30	0	2	7
ENSG00000171159.5	0	0	0	0
ENSG00000148337.22	139	0	17	52
ENSG00000106976.21	2	0	1	0
ENSG00000207581.1	0	0	0	0
ENSG00000264823.3	0	0	0	0
ENSG00000167110.19	5	219	6	2
ENSG00000175854.15	24	9	0	0
ENSG00000167112.10	0	0	34	0
ENSG00000272696.1	0	0	0	0
ENSG00000167113.11	20	2	0	0
ENSG00000167114.13	0	0	93	1
ENSG00000223551.1	0	0	0	0
ENSG00000167118.11	88	0	6	1
ENSG00000207955.5	0	0	50	1
ENSG00000284185.1	0	0	0	0
ENSG00000283335.1	0	0	0	0
ENSG00000167123.20	59	34	0	1
ENSG00000273186.1	0	0	0	0
ENSG00000228510.2	10	1	0	54
ENSG00000136811.17	148	297	0	1
ENSG00000225951.1	0	0	0	0
ENSG00000119392.16	126	0	35	148
ENSG00000228395.2	0	0	1	0
ENSG00000238406.1	0	0	0	0
ENSG00000197694.18	81	22	29	0
ENSG00000280474.1	0	0	0	0
ENSG00000280758.1	0	0	0	0
ENSG00000119333.12	0	0	0	1
ENSG00000227759.2	0	0	0	0
ENSG00000234705.3	6	0	0	4
ENSG00000119335.18	1	0	0	0
ENSG00000160447.7	78	71	0	16
ENSG00000264438.2	0	0	0	0
ENSG00000160446.19	0	1	0	78
ENSG00000223478.2	0	0	8	0
ENSG00000160445.11	6	0	27	7
ENSG00000203286.5	0	0	0	0
ENSG00000107021.16	82	217	20	1
ENSG00000167136.7	27	0	0	26
ENSG00000198917.13	0	0	0	0
ENSG00000286112.1	20	69	17	18
ENSG00000171097.14	0	0	0	0
ENSG00000136802.12	0	53	17	0
ENSG00000175287.19	89	144	12	92
ENSG00000251184.1	1	8	0	3
ENSG00000175283.8	0	0	0	0
ENSG00000095319.14	1	0	503	167
ENSG00000267834.1	0	0	0	0
ENSG00000148341.18	60	1	0	43
ENSG00000148343.19	3	26	10	10
ENSG00000287234.1	10	0	0	2
ENSG00000167130.18	0	22	11	63
ENSG00000095321.18	1	80	26	0
ENSG00000234055.1	0	0	0	0
ENSG00000119383.21	0	0	0	4
ENSG00000235007.3	0	0	0	10
ENSG00000268707.1	0	0	0	0
ENSG00000188483.8	0	0	0	0
ENSG00000204055.5	0	0	0	0
ENSG00000224307.3	0	0	33	9
ENSG00000179082.3	0	0	0	0
ENSG00000268615.1	0	0	0	0
ENSG00000233901.7	29	25	15	7
ENSG00000242281.3	3	0	0	0
ENSG00000236146.2	0	0	0	0
ENSG00000230676.1	0	79	17	82
ENSG00000226355.2	0	0	0	0
ENSG00000204054.14	37	4	1	0
ENSG00000261334.1	0	0	0	0
ENSG00000286078.1	0	0	0	0
ENSG00000227619.3	46	0	61	0
ENSG00000148335.15	1	0	10	0
ENSG00000179058.7	0	0	0	0
ENSG00000148331.12	8	135	45	47
ENSG00000234789.1	0	0	0	0
ENSG00000167157.11	1	14	67	29
ENSG00000236024.1	0	0	0	0
ENSG00000148344.11	45	0	1	1
ENSG00000233909.1	0	11	0	0
ENSG00000136816.16	40	13	0	1
ENSG00000136827.12	0	7	0	0
ENSG00000136819.15	36	23	76	6
ENSG00000136878.14	12	81	22	0
ENSG00000276124.1	0	0	0	0
ENSG00000224988.1	3	11	0	11
ENSG00000288956.1	0	0	0	63
ENSG00000187239.17	15	41	25	4
ENSG00000288924.1	0	0	0	0
ENSG00000230684.1	0	0	0	0
ENSG00000270755.1	4	9	0	7
ENSG00000289226.1	0	0	0	0
ENSG00000148358.20	1	0	35	118
ENSG00000223188.1	0	0	0	0
ENSG00000196979.1	175	86	44	0
ENSG00000107130.10	21	158	114	5
ENSG00000148357.18	211	157	154	594
ENSG00000264169.2	0	0	0	0
ENSG00000130707.18	23	1	5	2
ENSG00000107164.16	1	17	104	197
ENSG00000277713.1	0	0	0	0
ENSG00000232172.1	6	0	0	6
ENSG00000130711.5	52	1	0	97
ENSG00000130713.17	0	24	17	0
ENSG00000097007.19	2	2	0	5
ENSG00000288570.1	0	0	0	0
ENSG00000224797.1	0	0	0	0
ENSG00000188710.3	0	0	13	0
ENSG00000130720.13	6	51	19	1
ENSG00000236658.1	1	1	7	0
ENSG00000050555.19	65	460	1	0
ENSG00000252582.1	0	0	0	0
ENSG00000126878.13	1	185	0	0
ENSG00000126883.19	1	0	22	1
ENSG00000252622.1	0	0	0	0
ENSG00000236986.6	0	0	0	0
ENSG00000246851.1	0	0	0	0
ENSG00000288727.1	0	0	0	0
ENSG00000226987.1	0	0	24	26
ENSG00000126882.13	184	0	0	111
ENSG00000286547.1	0	0	0	3
ENSG00000160539.6	6	199	2	22
ENSG00000285287.1	0	0	0	0
ENSG00000289000.1	4	1	0	0
ENSG00000288701.1	31	146	458	6
ENSG00000288841.1	0	0	0	0
ENSG00000235284.1	0	0	0	0
ENSG00000231587.1	0	0	0	0
ENSG00000176868.3	0	0	0	0
ENSG00000130714.19	0	0	21	216
ENSG00000230289.1	0	0	0	0
ENSG00000130717.13	0	0	50	16
ENSG00000283526.1	0	0	45	0
ENSG00000107263.19	5	286	56	5
ENSG00000240853.3	0	0	0	0
ENSG00000231018.1	0	0	0	0
ENSG00000212395.1	0	0	0	0
ENSG00000236687.1	0	0	29	28
ENSG00000160563.14	6	2	12	44
ENSG00000196358.12	0	35	1	21
ENSG00000107290.14	153	35	0	3
ENSG00000125482.13	0	133	37	86
ENSG00000188523.9	5	46	80	45
ENSG00000252521.1	0	0	0	0
ENSG00000125492.10	37	31	0	1
ENSG00000125485.18	129	31	65	60
ENSG00000125484.12	145	44	272	142
ENSG00000165695.10	2	1	27	1
ENSG00000224992.2	0	0	0	0
ENSG00000165698.16	0	1	0	82
ENSG00000165699.15	334	13	98	30
ENSG00000165702.15	6	0	3	1
ENSG00000263816.1	0	0	0	0
ENSG00000234907.1	0	0	0	0
ENSG00000238558.1	0	0	0	0
ENSG00000196205.8	7	14	17	23
ENSG00000288989.1	0	24	37	0
ENSG00000148308.18	143	0	2	0
ENSG00000273932.1	0	0	0	0
ENSG00000170835.17	92	91	137	0
ENSG00000170827.9	62	39	22	0
ENSG00000160271.16	0	0	0	19
ENSG00000285245.1	0	8	0	15
ENSG00000148288.13	0	0	0	0
ENSG00000171102.16	6	3	18	18
ENSG00000119440.8	17	17	12	0
ENSG00000175164.16	0	9	12	106
ENSG00000201843.1	0	0	0	0
ENSG00000204031.3	3	5	8	0
ENSG00000148296.7	12	7	57	22
ENSG00000201451.1	0	0	0	0
ENSG00000148297.16	101	1	0	0
ENSG00000230064.1	0	0	0	0
ENSG00000148303.17	3	5	6	0
ENSG00000206611.1	0	0	0	0
ENSG00000200831.1	0	0	0	0
ENSG00000199744.1	0	0	0	0
ENSG00000252542.1	0	0	0	0
ENSG00000148290.10	12	0	21	55
ENSG00000148291.10	18	2	0	0
ENSG00000148248.14	9	0	1	41
ENSG00000198870.8	76	0	1	0
ENSG00000148300.12	0	9	18	0
ENSG00000160323.19	0	41	2	181
ENSG00000160325.15	50	0	10	96
ENSG00000160326.14	1	0	0	0
ENSG00000187616.5	0	29	10	66
ENSG00000197859.11	3	76	262	45
ENSG00000196990.9	38	1	0	47
ENSG00000261018.1	0	0	1	84
ENSG00000123454.12	1	3	46	189
ENSG00000225756.1	0	0	0	0
ENSG00000123453.19	189	22	310	1
ENSG00000160293.17	7	28	5	7
ENSG00000235106.10	45	24	0	39
ENSG00000169925.17	2	21	54	71
ENSG00000235138.1	0	0	0	0
ENSG00000271525.1	25	3	1	7
ENSG00000273249.1	0	7	28	4
ENSG00000196363.10	20	2	151	31
ENSG00000221676.1	0	0	0	0
ENSG00000273473.1	21	3	4	5
ENSG00000289220.1	32	58	0	31
ENSG00000223729.1	0	13	0	20
ENSG00000279929.1	106	15	76	0
ENSG00000186350.12	5	2	30	23
ENSG00000263897.1	0	0	0	0
ENSG00000223795.2	17	2	0	0
ENSG00000228877.2	24	0	1	0
ENSG00000227150.1	0	0	0	0
ENSG00000130635.16	350	41	27	6
ENSG00000204011.5	0	0	0	0
ENSG00000286502.1	0	0	0	0
ENSG00000264744.1	0	0	0	0
ENSG00000265872.1	0	0	0	0
ENSG00000265848.1	0	0	0	0
ENSG00000264163.1	0	0	0	0
ENSG00000264136.1	0	0	0	0
ENSG00000266827.1	0	0	0	0
ENSG00000266514.1	0	0	0	0
ENSG00000232355.2	0	2	0	0
ENSG00000160339.16	106	99	0	22
ENSG00000085265.12	407	452	0	16
ENSG00000236403.2	24	0	0	20
ENSG00000279935.1	135	96	153	0
ENSG00000130558.20	21	1	2	2
ENSG00000227958.1	17	22	9	27
